"id","name","region","size","climat","population","points","residential and adjacent spaces","street networks","green spaces","public and business infrastructure and adjacent spaces","social and leisure infrastructure and adjacent spaces","citywide space","img"
"909","Рыбинск","Ярославская область","Большой город","условно комфортный климат","184,6 тыс.чел.","211","46","36","32","26","35","36","https://api.индекс-городов.рф/uploads/city/emblem/4331/thumb_989_Rybinsk.png"
"910","Спас-Клепики","Рязанская область","Малый город","условно комфортный климат","5,2 тыс.чел.","155","32","29","17","19","21","37","https://api.индекс-городов.рф/uploads/city/emblem/3967/thumb_624_spas_klepiki.gif"
"911","Тобольск","Тюменская область","Средний город","условно комфортный климат","98,9 тыс.чел.","221","45","40","37","28","39","32","https://api.индекс-городов.рф/uploads/city/emblem/4258/thumb_916_Tobolsk.png"
"912","Кудымкар","Пермский край","Малый город","условно комфортный климат","30,4 тыс.чел.","167","21","26","28","28","27","37","https://api.индекс-городов.рф/uploads/city/emblem/3685/thumb_342_kudymkar.png"
"913","Новочеркасск","Ростовская область","Большой город","условно комфортный климат","168 тыс.чел.","179","36","29","28","23","24","39","https://api.индекс-городов.рф/uploads/city/emblem/4322/thumb_980_Novocherkassk.png"
"914","Балей","Забайкальский край","Малый город","условно комфортный климат","10,7 тыс.чел.","111","23","24","16","7","14","27","https://api.индекс-городов.рф/uploads/city/emblem/3395/thumb_50_baley.png"
"915","Белый","Тверская область","Малый город","условно комфортный климат","3,1 тыс.чел.","165","22","31","25","24","30","33","https://api.индекс-городов.рф/uploads/city/emblem/3411/thumb_66_bely.png"
"916","Ярцево","Смоленская область","Малый город","условно комфортный климат","42,7 тыс.чел.","169","36","31","18","22","25","37","https://api.индекс-городов.рф/uploads/city/emblem/4112/thumb_770_yartsevo.png"
"917","Зуевка","Кировская область","Малый город","условно комфортный климат","10,2 тыс.чел.","150","26","24","29","23","21","27","https://api.индекс-городов.рф/uploads/city/emblem/3572/thumb_228_zuevka.png"
"918","Болгар","Республика Татарстан","Малый город","условно комфортный климат","8,2 тыс.чел.","178","35","37","26","23","22","35","https://api.индекс-городов.рф/uploads/city/emblem/3429/thumb_84_bolgar.png"
"919","Соликамск","Пермский край","Средний город","условно комфортный климат","92,6 тыс.чел.","164","23","25","33","21","34","28","https://api.индекс-городов.рф/uploads/city/emblem/4250/thumb_908_Solikamsk.png"
"920","Шахты","Ростовская область","Большой город","условно комфортный климат","230,3 тыс.чел.","146","18","22","17","22","27","40","https://api.индекс-городов.рф/uploads/city/emblem/4348/thumb_1006_Shakhty.png"
"921","Таштагол","Кемеровская область","Малый город","условно комфортный климат","22,9 тыс.чел.","171","39","31","30","14","23","34","https://api.индекс-городов.рф/uploads/city/emblem/4006/thumb_663_Tashtagol.png"
"922","Саки","Республика Крым","Малый город","условно комфортный климат","24,7 тыс.чел.","185","35","41","23","23","34","29","https://api.индекс-городов.рф/uploads/city/emblem/3912/thumb_569_Saky.png"
"923","Когалым","Ханты-Мансийский автономный округ","Средний город","тяжелые климатические условия","67,7 тыс.чел.","197","29","37","38","26","31","36","https://api.индекс-городов.рф/uploads/city/emblem/4187/thumb_845_Kogalym.gif"
"924","Радужный","Ханты-Мансийский автономный округ","Малый город","тяжелые климатические условия","43,7 тыс.чел.","193","46","31","26","21","32","37","https://api.индекс-городов.рф/uploads/city/emblem/3898/thumb_555_Raduzhny.png"
"925","Суджа","Курская область","Малый город","условно комфортный климат","5,6 тыс.чел.","185","38","24","34","38","12","39","https://api.индекс-городов.рф/uploads/city/emblem/3984/thumb_641_sudzha.png"
"926","Юхнов","Калужская область","Малый город","условно комфортный климат","5,8 тыс.чел.","179","39","38","16","25","25","36","https://api.индекс-городов.рф/uploads/city/emblem/4106/thumb_764_ukhnov.gif"
"927","Наволоки","Ивановская область","Малый город","условно комфортный климат","9,1 тыс.чел.","167","32","26","26","26","23","34","https://api.индекс-городов.рф/uploads/city/emblem/3774/thumb_431_navoloki.png"
"928","Медногорск","Оренбургская область","Малый город","условно комфортный климат","24,6 тыс.чел.","159","34","26","23","20","21","35","https://api.индекс-городов.рф/uploads/city/emblem/3746/thumb_403_mednogorsk.png"
"929","Гаврилов-Ям","Ярославская область","Малый город","условно комфортный климат","16,5 тыс.чел.","166","22","31","31","24","19","39","https://api.индекс-городов.рф/uploads/city/emblem/3480/thumb_135_gavrilov_yam.png"
"930","Заозерный","Красноярский край","Малый город","условно комфортный климат","10,2 тыс.чел.","156","33","29","24","18","19","33","https://api.индекс-городов.рф/uploads/city/emblem/3555/thumb_210_Zaozerny.png"
"931","Нолинск","Кировская область","Малый город","условно комфортный климат","9,6 тыс.чел.","182","31","36","23","32","25","35","https://api.индекс-городов.рф/uploads/city/emblem/3817/thumb_474_nolinsk.png"
"932","Жигулевск","Самарская область","Средний город","условно комфортный климат","51,6 тыс.чел.","182","39","31","26","27","25","34","https://api.индекс-городов.рф/uploads/city/emblem/4141/thumb_799_Zhigulyovsk.jpg"
"933","Кировск","Ленинградская область","Малый город","условно комфортный климат","26,9 тыс.чел.","211","51","37","37","27","24","35","https://api.индекс-городов.рф/uploads/city/emblem/3633/thumb_290_Kirovsk.png"
"934","Прохладный","Республика Кабардино-Балкария","Средний город","условно комфортный климат","58,2 тыс.чел.","166","37","26","20","21","21","41","https://api.индекс-городов.рф/uploads/city/emblem/4155/thumb_813_Prokhladny.png"
"935","Реж","Свердловская область","Малый город","условно комфортный климат","36,8 тыс.чел.","191","31","48","26","20","27","39","https://api.индекс-городов.рф/uploads/city/emblem/3901/thumb_558_Rezh.png"
"936","Томари","Сахалинская область","Малый город","условно комфортный климат","3,8 тыс.чел.","170","29","31","28","27","21","34","https://api.индекс-городов.рф/uploads/city/emblem/4014/thumb_671_tomari.png"
"937","Рославль","Смоленская область","Малый город","условно комфортный климат","48,9 тыс.чел.","182","36","25","27","33","26","35","https://api.индекс-городов.рф/uploads/city/emblem/4123/thumb_781_roslavl.png"
"938","Белоярский","Ханты-Мансийский автономный округ","Малый город","тяжелые климатические условия","19,6 тыс.чел.","217","36","43","30","29","38","41","https://api.индекс-городов.рф/uploads/city/emblem/3410/thumb_65_beloyarsky.png"
"939","Шали","Чеченская Республика","Средний город","условно комфортный климат","55,1 тыс.чел.","145","42","31","8","11","19","34","https://api.индекс-городов.рф/uploads/city/emblem/4126/thumb_784_shali.png"
"940","Кашин","Тверская область","Малый город","условно комфортный климат","13,8 тыс.чел.","185","30","37","22","40","21","35","https://api.индекс-городов.рф/uploads/city/emblem/3616/thumb_272_Kashin.png"
"941","Северобайкальск","Республика Бурятия","Малый город","тяжелые климатические условия","23,2 тыс.чел.","155","26","28","20","25","23","33","https://api.индекс-городов.рф/uploads/city/emblem/3927/thumb_584_Severobaikalsk.gif"
"942","Рассказово","Тамбовская область","Малый город","условно комфортный климат","42,7 тыс.чел.","175","35","26","22","26","32","34","https://api.индекс-городов.рф/uploads/city/emblem/3900/thumb_557_Rasskazovo.gif"
"943","Мензелинск","Республика Татарстан","Малый город","условно комфортный климат","16,9 тыс.чел.","187","44","32","20","27","22","42","https://api.индекс-городов.рф/uploads/city/emblem/3751/thumb_408_menzelinsk.gif"
"944","Балашиха","Московская область","Крупный город","условно комфортный климат","507,4 тыс.чел.","208","47","25","26","40","29","41","https://api.индекс-городов.рф/uploads/city/emblem/4385/thumb_1043_Balashiha.png"
"945","Гурьевск","Кемеровская область","Малый город","условно комфортный климат","22,4 тыс.чел.","160","27","31","24","18","25","35","https://api.индекс-городов.рф/uploads/city/emblem/3502/thumb_157_gurievsk.png"
"946","Перевоз","Нижегородская область","Малый город","условно комфортный климат","8,7 тыс.чел.","168","34","31","20","25","22","36","https://api.индекс-городов.рф/uploads/city/emblem/3852/thumb_509_perevoz.png"
"947","Славгород","Алтайский край","Малый город","условно комфортный климат","29,1 тыс.чел.","152","27","24","20","17","26","38","https://api.индекс-городов.рф/uploads/city/emblem/3943/thumb_600_slavgrod.gif"
"948","Сураж","Брянская область","Малый город","условно комфортный климат","10,7 тыс.чел.","156","28","26","20","32","17","33","https://api.индекс-городов.рф/uploads/city/emblem/3988/thumb_645_Surazh.png"
"949","Гай","Оренбургская область","Малый город","условно комфортный климат","33,8 тыс.чел.","173","35","41","24","19","21","33","https://api.индекс-городов.рф/uploads/city/emblem/3482/thumb_137_gai.gif"
"950","Калач","Воронежская область","Малый город","условно комфортный климат","18,2 тыс.чел.","209","45","31","28","41","28","36","https://api.индекс-городов.рф/uploads/city/emblem/3587/thumb_243_Kalach.png"
"951","Нытва","Пермский край","Малый город","условно комфортный климат","18,1 тыс.чел.","174","29","25","35","19","27","39","https://api.индекс-городов.рф/uploads/city/emblem/3819/thumb_476_nytva.png"
"952","Тихвин","Ленинградская область","Средний город","условно комфортный климат","58,1 тыс.чел.","196","43","31","27","40","23","32","https://api.индекс-городов.рф/uploads/city/emblem/4152/thumb_810_Tikhvin.gif"
"953","Заполярный","Мурманская область","Малый город","тяжелые климатические условия","14,7 тыс.чел.","180","43","45","17","22","24","29","https://api.индекс-городов.рф/uploads/city/emblem/3557/thumb_212_zapolyarny.png"
"954","Дзержинский","Московская область","Средний город","условно комфортный климат","56,4 тыс.чел.","224","52","40","25","37","33","37","https://api.индекс-городов.рф/uploads/city/emblem/4136/thumb_794_dzerzhinsky.png"
"955","Кореновск","Краснодарский край","Малый город","условно комфортный климат","42,4 тыс.чел.","149","32","23","22","18","24","30","https://api.индекс-городов.рф/uploads/city/emblem/3654/thumb_311_korenovsk.png"
"956","Тайшет","Иркутская область","Малый город","условно комфортный климат","32,7 тыс.чел.","134","25","25","21","10","15","38","https://api.индекс-городов.рф/uploads/city/emblem/3999/thumb_656_Tayshet.png"
"957","Котельнич","Кировская область","Малый город","условно комфортный климат","22,9 тыс.чел.","171","35","31","28","21","22","34","https://api.индекс-городов.рф/uploads/city/emblem/3663/thumb_320_kotelnich.png"
"958","Назрань","Республика Ингушетия","Большой город","условно комфортный климат","122,3 тыс.чел.","153","38","29","14","19","15","38","https://api.индекс-городов.рф/uploads/city/emblem/4285/thumb_943_Nazran.png"
"959","Чердынь","Пермский край","Малый город","условно комфортный климат","4,6 тыс.чел.","174","27","28","30","25","25","39","https://api.индекс-городов.рф/uploads/city/emblem/4068/thumb_726_cherdin.png"
"960","Липки","Тульская область","Малый город","условно комфортный климат","8,1 тыс.чел.","153","19","24","29","30","16","35","https://api.индекс-городов.рф/uploads/city/emblem/3713/thumb_370_lipki.gif"
"961","Щелково","Московская область","Большой город","условно комфортный климат","126,1 тыс.чел.","205","40","32","23","35","37","38","https://api.индекс-городов.рф/uploads/city/emblem/4295/thumb_953_Schelkovo.png"
"962","Луга","Ленинградская область","Малый город","условно комфортный климат","34,6 тыс.чел.","208","33","36","39","35","31","34","https://api.индекс-городов.рф/uploads/city/emblem/3717/thumb_374_luga.gif"
"963","Смоленск","Смоленская область","Крупный город","условно комфортный климат","325,5 тыс.чел.","190","28","35","32","31","28","36","https://api.индекс-городов.рф/uploads/city/emblem/4372/thumb_1030_Smolensk.png"
"964","Верхняя Тура","Свердловская область","Малый город","условно комфортный климат","9 тыс.чел.","170","27","44","21","23","27","28","https://api.индекс-городов.рф/uploads/city/emblem/3455/thumb_110_verkhnya_tura.png"
"965","Оханск","Пермский край","Малый город","условно комфортный климат","7 тыс.чел.","177","34","29","25","29","24","36","https://api.индекс-городов.рф/uploads/city/emblem/3845/thumb_502_ohansk.png"
"966","Муравленко","Ямало-Ненецкий автономный округ","Малый город","тяжелые климатические условия","31,6 тыс.чел.","178","29","37","22","20","29","41","https://api.индекс-городов.рф/uploads/city/emblem/3768/thumb_425_muravlenko.png"
"967","Оленегорск","Мурманская область","Малый город","тяжелые климатические условия","20,4 тыс.чел.","180","48","28","26","22","25","31","https://api.индекс-городов.рф/uploads/city/emblem/3831/thumb_488_olenegorsk.png"
"968","Алексеевка","Белгородская область","Малый город","условно комфортный климат","37,8 тыс.чел.","176","36","27","18","28","34","33","https://api.индекс-городов.рф/uploads/city/emblem/3362/thumb_17_Alekseevka.png"
"969","Россошь","Воронежская область","Средний город","условно комфортный климат","62,6 тыс.чел.","194","45","31","19","31","32","36","https://api.индекс-городов.рф/uploads/city/emblem/4180/thumb_838_Rossosh.png"
"970","Тверь","Тверская область","Крупный город","условно комфортный климат","425,1 тыс.чел.","192","44","35","24","28","29","32","https://api.индекс-городов.рф/uploads/city/emblem/4383/thumb_1041_Tver.png"
"971","Коряжма","Архангельская область","Малый город","условно комфортный климат","35,7 тыс.чел.","195","42","39","21","24","33","36","https://api.индекс-городов.рф/uploads/city/emblem/3658/thumb_315_koryazhma.png"
"972","Циолковский","Амурская область","Малый город","условно комфортный климат","7,2 тыс.чел.","201","41","39","41","28","20","32","https://api.индекс-городов.рф/uploads/city/emblem/4430/thumb_1088_Tsiolkovsky.png"
"973","Волгореченск","Костромская область","Малый город","условно комфортный климат","16,3 тыс.чел.","201","54","38","24","26","24","35","https://api.индекс-городов.рф/uploads/city/emblem/3463/thumb_118_volgorechensk.gif"
"974","Кологрив","Костромская область","Малый город","условно комфортный климат","2,9 тыс.чел.","155","31","28","12","30","25","29","https://api.индекс-городов.рф/uploads/city/emblem/3644/thumb_301_Kologriv.png"
"975","Олонец","Республика Карелия","Малый город","условно комфортный климат","8 тыс.чел.","165","16","37","13","41","25","33","https://api.индекс-городов.рф/uploads/city/emblem/3832/thumb_489_olonets.png"
"976","Ревда","Свердловская область","Средний город","условно комфортный климат","61,5 тыс.чел.","173","33","30","20","24","29","37","https://api.индекс-городов.рф/uploads/city/emblem/4177/thumb_835_Revda.png"
"977","Мончегорск","Мурманская область","Малый город","тяжелые климатические условия","41,1 тыс.чел.","178","42","26","23","22","34","31","https://api.индекс-городов.рф/uploads/city/emblem/3764/thumb_421_Monchegorsk.png"
"978","Шатура","Московская область","Малый город","условно комфортный климат","32 тыс.чел.","195","32","33","21","34","38","37","https://api.индекс-городов.рф/uploads/city/emblem/4082/thumb_740_shatura.png"
"979","Новосокольники","Псковская область","Малый город","условно комфортный климат","7 тыс.чел.","180","27","33","36","24","24","36","https://api.индекс-городов.рф/uploads/city/emblem/3812/thumb_469_novosokolniki.png"
"980","Шуя","Ивановская область","Средний город","условно комфортный климат","57 тыс.чел.","212","44","30","40","32","27","39","https://api.индекс-городов.рф/uploads/city/emblem/4159/thumb_817_Shuya.png"
"981","Новая Ляля","Свердловская область","Малый город","условно комфортный климат","11,6 тыс.чел.","178","24","43","16","34","21","40","https://api.индекс-городов.рф/uploads/city/emblem/3801/thumb_458_novaya_lyalya.png"
"982","Советск","Кировская область","Малый город","условно комфортный климат","15,2 тыс.чел.","170","28","31","46","17","19","29","https://api.индекс-городов.рф/uploads/city/emblem/3950/thumb_607_sovetsk.png"
"983","Кириши","Ленинградская область","Средний город","условно комфортный климат","50,5 тыс.чел.","189","42","38","22","23","27","37","https://api.индекс-городов.рф/uploads/city/emblem/4127/thumb_785_kirishi.png"
"984","Печора","Республика Коми","Малый город","тяжелые климатические условия","38,2 тыс.чел.","173","28","29","27","21","31","37","https://api.индекс-городов.рф/uploads/city/emblem/3861/thumb_518_pechora.png"
"985","Макарьев","Костромская область","Малый город","условно комфортный климат","6,4 тыс.чел.","169","38","31","21","24","18","37","https://api.индекс-городов.рф/uploads/city/emblem/3730/thumb_387_makariev.png"
"986","Донецк","Ростовская область","Малый город","условно комфортный климат","46,7 тыс.чел.","168","39","27","19","13","29","41","https://api.индекс-городов.рф/uploads/city/emblem/3524/thumb_179_Donetck.png"
"987","Малгобек","Республика Ингушетия","Малый город","условно комфортный климат","38,6 тыс.чел.","144","41","23","21","10","14","35","https://api.индекс-городов.рф/uploads/city/emblem/3733/thumb_390_malgobek.png"
"988","Буинск","Республика Татарстан","Малый город","условно комфортный климат","20,4 тыс.чел.","173","37","30","18","25","27","36","https://api.индекс-городов.рф/uploads/city/emblem/3440/thumb_95_buinsk.png"
"989","Новосиль","Орловская область","Малый город","условно комфортный климат","3,1 тыс.чел.","180","45","33","13","29","27","33","https://api.индекс-городов.рф/uploads/city/emblem/3811/thumb_468_novosil.png"
"990","Макаров","Сахалинская область","Малый город","условно комфортный климат","6,3 тыс.чел.","171","26","34","28","21","21","41","https://api.индекс-городов.рф/uploads/city/emblem/3729/thumb_386_Makarov.png"
"991","Ханты-Мансийск","Ханты-Мансийский автономный округ","Большой город","тяжелые климатические условия","101,5 тыс.чел.","232","35","47","33","29","46","42","https://api.индекс-городов.рф/uploads/city/emblem/4253/thumb_911_Hanty-Mansiysk.png"
"992","Кувандык","Оренбургская область","Малый город","условно комфортный климат","23,3 тыс.чел.","164","32","34","24","19","17","38","https://api.индекс-городов.рф/uploads/city/emblem/3683/thumb_340_kuvandik.png"
"993","Короча","Белгородская область","Малый город","условно комфортный климат","5,8 тыс.чел.","196","37","32","26","43","24","34","https://api.индекс-городов.рф/uploads/city/emblem/3656/thumb_313_korocha.png"
"994","Остров","Псковская область","Малый город","условно комфортный климат","20,5 тыс.чел.","200","33","45","21","35","29","37","https://api.индекс-городов.рф/uploads/city/emblem/3840/thumb_497_ostrov.png"
"995","Орск","Оренбургская область","Большой город","условно комфортный климат","226,5 тыс.чел.","153","30","29","19","12","27","36","https://api.индекс-городов.рф/uploads/city/emblem/4344/thumb_1002_orsk.gif"
"996","Покачи","Ханты-Мансийский автономный округ","Малый город","тяжелые климатические условия","18,1 тыс.чел.","180","40","29","22","29","28","32","https://api.индекс-городов.рф/uploads/city/emblem/3871/thumb_528_pokachi.png"
"997","Олекминск","Республика Саха (Якутия)","Малый город","тяжелые климатические условия","9,2 тыс.чел.","120","18","30","12","21","15","24","https://api.индекс-городов.рф/uploads/city/emblem/3830/thumb_487_olekminsk.png"
"998","Качканар","Свердловская область","Малый город","условно комфортный климат","38,1 тыс.чел.","174","29","33","24","20","31","37","https://api.индекс-городов.рф/uploads/city/emblem/3615/thumb_271_Kachkanar.png"
"999","Окуловка","Новгородская область","Малый город","условно комфортный климат","9,8 тыс.чел.","178","31","40","32","24","23","28","https://api.индекс-городов.рф/uploads/city/emblem/3829/thumb_486_okulovka.png"
"1000","Мезень","Архангельская область","Малый город","тяжелые климатические условия","3,2 тыс.чел.","156","15","28","36","27","16","34","https://api.индекс-городов.рф/uploads/city/emblem/3748/thumb_405_mezen.png"
"1001","Сасово","Рязанская область","Малый город","условно комфортный климат","23,8 тыс.чел.","177","31","31","30","18","28","39","https://api.индекс-городов.рф/uploads/city/emblem/3914/thumb_571_Sasovo.png"
"1002","Серпухов","Московская область","Большой город","условно комфортный климат","126,3 тыс.чел.","223","40","34","30","46","33","40","https://api.индекс-городов.рф/uploads/city/emblem/4301/thumb_959_Serpuhov.png"
"1003","Уржум","Кировская область","Малый город","условно комфортный климат","9,8 тыс.чел.","175","30","38","22","30","19","36","https://api.индекс-городов.рф/uploads/city/emblem/4038/thumb_695_urzhum.png"
"1004","Великий Новгород","Новгородская область","Большой город","условно комфортный климат","224,9 тыс.чел.","240","48","44","37","36","40","35","https://api.индекс-городов.рф/uploads/city/emblem/4339/thumb_997_Velikiy_Novgorod.png"
"1005","Ковдор","Мурманская область","Малый город","тяжелые климатические условия","16,2 тыс.чел.","188","43","35","33","23","19","35","https://api.индекс-городов.рф/uploads/city/emblem/3637/thumb_294_Kovdor.png"
"1006","Пикалево","Ленинградская область","Малый город","условно комфортный климат","19,7 тыс.чел.","203","53","46","29","18","25","32","https://api.индекс-городов.рф/uploads/city/emblem/3863/thumb_520_pikalevo.png"
"1007","Подольск","Московская область","Крупный город","условно комфортный климат","308,1 тыс.чел.","195","43","27","20","40","30","35","https://api.индекс-городов.рф/uploads/city/emblem/4362/thumb_1020_Podolsk.png"
"1008","Курганинск","Краснодарский край","Малый город","условно комфортный климат","48,2 тыс.чел.","156","29","23","28","18","25","33","https://api.индекс-городов.рф/uploads/city/emblem/3689/thumb_346_kurganinsk.png"
"1009","Апшеронск","Краснодарский край","Малый город","условно комфортный климат","39,5 тыс.чел.","157","37","26","17","23","19","35","https://api.индекс-городов.рф/uploads/city/emblem/3371/thumb_26_Apsheronsk.png"
"1010","Елабуга","Республика Татарстан","Средний город","условно комфортный климат","74 тыс.чел.","195","47","31","24","35","26","32","https://api.индекс-городов.рф/uploads/city/emblem/4218/thumb_876_Elabuga.png"
"1011","Джанкой","Республика Крым","Малый город","условно комфортный климат","38 тыс.чел.","156","25","34","16","23","22","36","https://api.индекс-городов.рф/uploads/city/emblem/3516/thumb_171_dzhankoy.png"
"1012","Железногорск-Илимский","Иркутская область","Малый город","условно комфортный климат","23 тыс.чел.","159","32","39","19","19","21","29","https://api.индекс-городов.рф/uploads/city/emblem/3542/thumb_197_zheleznogorsk_ilimsky.gif"
"1013","Камызяк","Астраханская область","Малый город","условно комфортный климат","15,7 тыс.чел.","178","38","34","30","20","21","35","https://api.индекс-городов.рф/uploads/city/emblem/3598/thumb_254_Kamyzyak.png"
"1014","Семикаракорск","Ростовская область","Малый город","условно комфортный климат","21,9 тыс.чел.","172","40","32","22","20","21","37","https://api.индекс-городов.рф/uploads/city/emblem/3933/thumb_590_Semikarakorsk.png"
"1015","Кола","Мурманская область","Малый город","тяжелые климатические условия","9,7 тыс.чел.","206","52","43","19","27","26","39","https://api.индекс-городов.рф/uploads/city/emblem/3643/thumb_300_Kola.png"
"1016","Шумиха","Курганская область","Малый город","условно комфортный климат","17,2 тыс.чел.","139","27","35","18","15","16","28","https://api.индекс-городов.рф/uploads/city/emblem/4092/thumb_750_shumikha.png"
"1017","Яхрома","Московская область","Малый город","условно комфортный климат","14,1 тыс.чел.","180","41","30","23","34","19","33","https://api.индекс-городов.рф/uploads/city/emblem/4115/thumb_773_yahroma.png"
"1018","Кирово-Чепецк","Кировская область","Средний город","условно комфортный климат","69,8 тыс.чел.","178","38","34","28","25","23","30","https://api.индекс-городов.рф/uploads/city/emblem/4221/thumb_879_Kirovo-Chepetsk.png"
"1019","Зубцов","Тверская область","Малый город","условно комфортный климат","6,2 тыс.чел.","176","22","31","33","37","18","35","https://api.индекс-городов.рф/uploads/city/emblem/3571/thumb_227_zubtsov.png"
"1020","Пугачев","Саратовская область","Малый город","условно комфортный климат","40,7 тыс.чел.","170","36","35","17","17","27","38","https://api.индекс-городов.рф/uploads/city/emblem/3891/thumb_548_pugachev.png"
"1021","Глазов","Удмуртская Республика","Средний город","условно комфортный климат","92,3 тыс.чел.","175","45","29","19","26","26","30","https://api.индекс-городов.рф/uploads/city/emblem/4245/thumb_903_Glazov.png"
"1022","Медынь","Калужская область","Малый город","условно комфортный климат","8,2 тыс.чел.","164","40","33","15","27","26","23","https://api.индекс-городов.рф/uploads/city/emblem/3747/thumb_404_medyn.png"
"1023","Собинка","Владимирская область","Малый город","условно комфортный климат","17,3 тыс.чел.","176","30","30","27","32","23","34","https://api.индекс-городов.рф/uploads/city/emblem/3948/thumb_605_sobinka.png"
"1024","Горбатов","Нижегородская область","Малый город","условно комфортный климат","1,8 тыс.чел.","179","45","29","29","19","20","37","https://api.индекс-городов.рф/uploads/city/emblem/3487/thumb_142_gorbatov.png"
"1025","Ивангород","Ленинградская область","Малый город","условно комфортный климат","9,5 тыс.чел.","179","37","32","31","25","23","31","https://api.индекс-городов.рф/uploads/city/emblem/3573/thumb_229_Ivangorod.gif"
"1026","Благодарный","Ставропольский край","Малый город","условно комфортный климат","30,4 тыс.чел.","161","40","25","9","25","26","36","https://api.индекс-городов.рф/uploads/city/emblem/3420/thumb_75_blagodarny.png"
"1027","Кашира","Московская область","Малый город","условно комфортный климат","47,4 тыс.чел.","215","44","31","28","44","32","36","https://api.индекс-городов.рф/uploads/city/emblem/3617/thumb_273_Kashira.png"
"1028","Уфа","Республика Башкортостан","Крупнейший город","условно комфортный климат","1128,8 тыс.чел.","189","34","30","43","26","24","32","https://api.индекс-городов.рф/uploads/city/emblem/4418/thumb_1076_Ufa.png"
"1029","Красногорск","Московская область","Большой город","условно комфортный климат","175,6 тыс.чел.","238","44","37","37","50","34","36","https://api.индекс-городов.рф/uploads/city/emblem/4308/thumb_966_Krasnogorsk.png"
"1030","Шимановск","Амурская область","Малый город","условно комфортный климат","18,6 тыс.чел.","171","34","36","23","16","26","36","https://api.индекс-городов.рф/uploads/city/emblem/4089/thumb_747_shimanovsk.gif"
"1031","Зарайск","Московская область","Малый город","условно комфортный климат","22,8 тыс.чел.","205","37","32","25","33","37","41","https://api.индекс-городов.рф/uploads/city/emblem/3558/thumb_213_Zaraysk.png"
"1032","Зея","Амурская область","Малый город","тяжелые климатические условия","23 тыс.чел.","155","28","28","26","16","26","31","https://api.индекс-городов.рф/uploads/city/emblem/3567/thumb_223_zeya.png"
"1033","Королев","Московская область","Большой город","условно комфортный климат","225,9 тыс.чел.","224","43","39","23","40","37","42","https://api.индекс-городов.рф/uploads/city/emblem/4338/thumb_996_Korolyov.png"
"1034","Межгорье","Республика Башкортостан","Малый город","условно комфортный климат","15,5 тыс.чел.","179","31","39","25","34","21","29","https://api.индекс-городов.рф/uploads/city/emblem/4434/thumb_1093_Mezhgorie.png"
"1035","Льгов","Курская область","Малый город","условно комфортный климат","18,1 тыс.чел.","179","37","32","30","26","13","41","https://api.индекс-городов.рф/uploads/city/emblem/3722/thumb_379_lgov.png"
"1036","Бавлы","Республика Татарстан","Малый город","условно комфортный климат","22,2 тыс.чел.","186","44","35","19","29","22","37","https://api.индекс-городов.рф/uploads/city/emblem/3387/thumb_42_bavly.png"
"1037","Котельники","Московская область","Малый город","условно комфортный климат","49 тыс.чел.","232","52","43","14","40","42","41","https://api.индекс-городов.рф/uploads/city/emblem/3661/thumb_318_kotelniki.png"
"1038","Северодвинск","Архангельская область","Большой город","тяжелые климатические условия","182 тыс.чел.","185","33","35","31","23","30","33","https://api.индекс-городов.рф/uploads/city/emblem/4328/thumb_986_Severodvinsk.png"
"1039","Лесосибирск","Красноярский край","Средний город","условно комфортный климат","59,3 тыс.чел.","144","21","30","16","18","25","34","https://api.индекс-городов.рф/uploads/city/emblem/4167/thumb_825_Lesosibirsk.png"
"1040","Лабытнанги","Ямало-Ненецкий автономный округ","Малый город","тяжелые климатические условия","26,3 тыс.чел.","180","17","31","41","28","31","32","https://api.индекс-городов.рф/uploads/city/emblem/3699/thumb_356_labytnangi.png"
"1041","Алдан","Республика Саха (Якутия)","Малый город","тяжелые климатические условия","20,6 тыс.чел.","122","18","31","16","15","20","22","https://api.индекс-городов.рф/uploads/city/emblem/3358/thumb_13_Aldan.png"
"1042","Жуков","Калужская область","Малый город","условно комфортный климат","13,7 тыс.чел.","172","41","34","16","18","24","39","https://api.индекс-городов.рф/uploads/city/emblem/3546/thumb_201_zhukov.png"
"1043","Снежногорск","Мурманская область","Малый город","тяжелые климатические условия","12,8 тыс.чел.","215","51","46","34","25","18","41","https://api.индекс-городов.рф/uploads/city/emblem/4433/thumb_1092_Snezhnogorsk.png"
"1044","Пермь","Пермский край","Крупнейший город","условно комфортный климат","1055,4 тыс.чел.","179","29","33","36","22","28","31","https://api.индекс-городов.рф/uploads/city/emblem/4416/thumb_1074_Perm.png"
"1045","Сосновоборск","Красноярский край","Малый город","условно комфортный климат","41,1 тыс.чел.","190","47","37","17","31","19","39","https://api.индекс-городов.рф/uploads/city/emblem/3964/thumb_621_sosnovoborsk.png"
"1046","Сковородино","Амурская область","Малый город","условно комфортный климат","8,9 тыс.чел.","135","27","22","20","14","20","32","None"
"1047","Туринск","Свердловская область","Малый город","условно комфортный климат","17,1 тыс.чел.","180","29","43","24","19","25","40","https://api.индекс-городов.рф/uploads/city/emblem/4024/thumb_681_turinsk.png"
"1048","Починок","Смоленская область","Малый город","условно комфортный климат","8,3 тыс.чел.","165","29","31","24","27","21","33","https://api.индекс-городов.рф/uploads/city/emblem/3881/thumb_538_pochinok.png"
